event_month,aar,std,n,se,t_stat,api,news,event,model,surprise
5,-0.00018848097560975695,0.08629943948361093,1025,0.0026955416226067245,-0.06992322953911072,0.9977283058796058,Bad,Ann,Simple (EW),TSUE
6,0.031031081213307242,0.11225462051886215,1022,0.0035113876567201855,8.837270118529679,1.0286888939681713,Bad,Ann,Simple (EW),TSUE
-12,0.03386409300595238,0.11959637838004446,1344,0.0032622586712448445,10.380566478203333,1.0,Good,Ann,Simple (VW),SUE
-11,-0.006292712053571428,0.11789142683522896,1344,0.0032157523051118153,-1.9568397863132756,0.9937072879464287,Good,Ann,Simple (VW),SUE
-10,-0.02659414955357143,0.1074362612911886,1344,0.0029305642842257494,-9.074753861131411,0.9672804877183075,Good,Ann,Simple (VW),SUE
-9,-0.025871327380952377,0.12006096860209124,1344,0.0032749314085047596,-7.89980740169593,0.9422556575513399,Good,Ann,Simple (VW),SUE
-8,-0.010756793154761904,0.1314591449836096,1344,0.0035858421588188414,-2.999795495266623,0.932120008344156,Good,Ann,Simple (VW),SUE
-7,0.010037853422619045,0.11134071375148265,1344,0.003037066956527261,3.3051142982033044,0.941476492360205,Good,Ann,Simple (VW),SUE
-6,0.00976816443452381,0.10920449945699809,1344,0.0029787969344729623,3.2792313975749705,0.9506729895488183,Good,Ann,Simple (VW),SUE
-5,-0.003977025297619045,0.12272639883532786,1344,0.003347636978763275,-1.1880097283093958,0.9468921390196194,Good,Ann,Simple (VW),SUE
-4,-0.01871644345238095,0.09133561100110642,1344,0.002491383042009592,-7.512471240586091,0.9291696858441547,Good,Ann,Simple (VW),SUE
-3,-0.017732363365599406,0.11445287975656751,1343,0.0031231203353167766,-5.677771415042456,0.9126933113464664,Good,Ann,Simple (VW),SUE
-2,0.02546373214285715,0.1348456464531071,1344,0.003678216559563195,6.922847453517278,0.9359338893551701,Good,Ann,Simple (VW),SUE
-1,0.026621313244047623,0.11863325842583966,1344,0.0032359874206884997,8.226642994299274,0.9608496785994138,Good,Ann,Simple (VW),SUE
0,-0.004467620535714286,0.11319441468144117,1344,0.003087630794785267,-1.446941306343912,0.9565569668435687,Good,Ann,Simple (VW),SUE
1,0.009462043154761906,0.13742098066762268,1344,0.003748464559431215,2.5242450621429002,0.9656079501438307,Good,Ann,Simple (VW),SUE
2,-0.005104221641791045,0.0966402458063072,1340,0.0026400103331863977,-1.933409721025763,0.960679273147221,Good,Ann,Simple (VW),SUE
3,-0.009350747943156322,0.104764573470454,1337,0.00286515911682608,-3.263605112973531,0.9516962034098068,Good,Ann,Simple (VW),SUE
4,-0.021885187077385425,0.11771128701126515,1331,0.0032264807653405087,-6.782990096355264,0.9308681539573458,Good,Ann,Simple (VW),SUE
5,-0.02346631954887218,0.10012331396112349,1330,0.0027454238067400115,-8.547430633937973,0.909024104398714,Good,Ann,Simple (VW),SUE
6,0.02636666616428033,0.11891332382397304,1327,0.0032643375223131905,8.077187479558258,0.9329920394946788,Good,Ann,Simple (VW),SUE
-12,0.02656828180737218,0.1272693507625434,841,0.004388598302156669,6.053933392426426,1.0,Bad,Ann,Simple (VW),SUE
-11,-0.019426063020214032,0.12267233275743954,841,0.004230080439911708,-4.592362555786173,0.980573936979786,Bad,Ann,Simple (VW),SUE
-10,-0.035789003567181926,0.12360181399600721,841,0.004262131517103697,-8.396973069358053,0.9454801728513308,Bad,Ann,Simple (VW),SUE
-9,-0.03200455291319857,0.1434733730705968,841,0.004947357692089545,-6.469019404918197,0.9152205026309302,Bad,Ann,Simple (VW),SUE
-8,-0.02596219381688466,0.13370409168413752,841,0.004610485920142673,-5.631118772851876,0.8914593705564393,Bad,Ann,Simple (VW),SUE
-7,0.00815972770511296,0.12322418738698065,841,0.004249109909895884,1.9203381127208585,0.8987334362803513,Bad,Ann,Simple (VW),SUE
-6,0.0027425790725327014,0.11965247311656672,841,0.004125947348847129,0.6647149952844241,0.9011982837944791,Bad,Ann,Simple (VW),SUE
-5,-0.004427561236623066,0.12685414669926617,841,0.004374280920664351,-1.012180359909446,0.8972081732066395,Bad,Ann,Simple (VW),SUE
-4,-0.02144333650416171,0.1084923998847921,841,0.0037411172374066243,-5.731800193202825,0.8779690364342854,Bad,Ann,Simple (VW),SUE
-3,-0.024410650416171225,0.13340304055898572,841,0.004600104846861576,-5.306542183016851,0.8565372412096653,Bad,Ann,Simple (VW),SUE
-2,0.017465260404280623,0.14531241419758636,841,0.005010772903365047,3.485542198999202,0.8714968871733563,Bad,Ann,Simple (VW),SUE
-1,0.029367915576694416,0.1428323046314112,841,0.004925251883841766,5.962723586389866,0.8970909341812153,Bad,Ann,Simple (VW),SUE
0,-0.01846985255648038,0.1288802189279593,841,0.004444145480274459,-4.155996386360361,0.8805217968971331,Bad,Ann,Simple (VW),SUE
1,-0.040878208085612364,0.1402092995611704,841,0.004834803433143807,-8.454988636224972,0.8445276436596548,Bad,Ann,Simple (VW),SUE
2,-0.022137201197604792,0.10966134668956977,835,0.003794987390063705,-5.833273980189216,0.825832165295022,Bad,Ann,Simple (VW),SUE
3,-0.02283429016786571,0.11030525755968423,834,0.003819558690673143,-5.978253514895327,0.8069748740027185,Bad,Ann,Simple (VW),SUE
4,-0.01397344806763285,0.13783148886376578,828,0.0047899753565070575,-2.9172275487075905,0.7956986525089569,Bad,Ann,Simple (VW),SUE
5,-0.012266591019417475,0.11671572992286829,824,0.004065985116220319,-3.0168804530254456,0.7859381425639279,Bad,Ann,Simple (VW),SUE
6,0.015896590742996344,0.12953300088005862,821,0.004520732901274861,3.516374687501103,0.7984318795655774,Bad,Ann,Simple (VW),SUE
-12,0.030647126179245286,0.12036549183315748,848,0.004133367959540959,7.414565187331853,1.0,Good,Ann,Simple (VW),TSUE
-11,0.00974719103773585,0.11577657523426937,848,0.003975783916556766,2.451640039375535,1.0097471910377358,Good,Ann,Simple (VW),TSUE
-10,-0.019129181603773585,0.10147049447273215,848,0.0034845110862317054,-5.48977492979099,0.9904315536464745,Good,Ann,Simple (VW),TSUE
-9,-0.016085149764150944,0.11320911759272202,848,0.0038876170591674373,-4.137534515191088,0.9745003137749303,Good,Ann,Simple (VW),TSUE
-8,-0.00868920754716981,0.11579141280456345,848,0.003976293440812572,-2.185253094750003,0.9660326782937578,Good,Ann,Simple (VW),TSUE
-7,0.011896661556603771,0.10409456970687898,848,0.0035746221997332546,3.3280892054806586,0.9775252421200382,Good,Ann,Simple (VW),TSUE
-6,0.009891287735849059,0.1003118683761747,848,0.0034447237027245056,2.8714313801208,0.987194225558903,Good,Ann,Simple (VW),TSUE
-5,-0.0024641261792452806,0.10972751774113482,848,0.003768058429403015,-0.6539511595725652,0.9847616544237034,Good,Ann,Simple (VW),TSUE
-4,-0.008502478773584904,0.08768608912522831,848,0.003011152663174092,-2.823662472371075,0.9763887393599255,Good,Ann,Simple (VW),TSUE
-3,-0.01619491145218418,0.11147836193747576,847,0.003830441847420902,-4.227948653779582,0.9605762101830817,Good,Ann,Simple (VW),TSUE
-2,0.019744109669811324,0.1209048835161364,848,0.0041518907459817634,4.755450197941708,0.979541932223148,Good,Ann,Simple (VW),TSUE
-1,0.014752505896226417,0.10843479731300111,848,0.0037236662276439055,3.9618228365115438,0.9939926303538709,Good,Ann,Simple (VW),TSUE
0,-0.014603076650943396,0.09708121848336526,848,0.003333782729925236,-4.380332443341588,0.9794772797823404,Good,Ann,Simple (VW),TSUE
1,0.008001521226415098,0.13090231643225023,848,0.004495204001830909,1.7800129255882617,0.9873145880273101,Good,Ann,Simple (VW),TSUE
2,-0.005001054502369668,0.09212971948650076,844,0.003171235726646461,-1.577004970128227,0.982376973961601,Good,Ann,Simple (VW),TSUE
3,-0.007069266033254158,0.0965886690960119,842,0.003328665357383888,-2.1237538996140293,0.9754322897877232,Good,Ann,Simple (VW),TSUE
4,-0.016809609523809523,0.11579355026062282,840,0.003995257051441685,-4.207391241007582,0.9590356538794762,Good,Ann,Simple (VW),TSUE
5,-0.019077479141835517,0.0946776132348934,839,0.0032686342017002315,-5.836529254913892,0.9407396711963139,Good,Ann,Simple (VW),TSUE
6,0.0165295466507177,0.11131832641521361,836,0.0038500248237384087,4.293361058037896,0.9562896714775341,Good,Ann,Simple (VW),TSUE
-12,0.022952806730769233,0.10230953865321758,1040,0.003172484118199052,7.234963478335402,1.0,Bad,Ann,Simple (VW),TSUE
-11,-0.020822659615384615,0.10064906468795264,1040,0.00312099500630557,-6.671801644448358,0.9791773403846152,Bad,Ann,Simple (VW),TSUE
-10,-0.03744500384615384,0.09683529093110245,1040,0.0030027349023770194,-12.470299598047,0.9425120411078467,Bad,Ann,Simple (VW),TSUE
-9,-0.04792837884615385,0.12354149146634623,1040,0.003830859026195804,-12.511130928706777,0.897338966934568,Bad,Ann,Simple (VW),TSUE
-8,-0.03855353365384615,0.11426670502780882,1040,0.00354326010762691,-10.880808205657612,0.8627433788739487,Bad,Ann,Simple (VW),TSUE
-7,0.0008727932692307673,0.10915047611769928,1040,0.0033846125838861416,0.2578709520215292,0.8634963754881032,Bad,Ann,Simple (VW),TSUE
-6,0.0035882346153846166,0.0996694989680861,1040,0.003090619962786487,1.1610080367660225,0.8665948030728888,Bad,Ann,Simple (VW),TSUE
-5,0.009340728846153848,0.12107457388614977,1040,0.003754363159367524,2.48796625410298,0.8746894301478787,Bad,Ann,Simple (VW),TSUE
-4,-0.023254272115384614,0.08494192420886246,1040,0.002633937256185729,-8.828711489149029,0.8543491641227692,Bad,Ann,Simple (VW),TSUE
-3,-0.028997218269230768,0.10660481317379845,1040,0.0033056749269860615,-8.77195093580145,0.8295754149325665,Bad,Ann,Simple (VW),TSUE
-2,0.010122868269230772,0.12685336743227418,1040,0.003933555940302367,2.5734649316955283,0.8379730975773213,Bad,Ann,Simple (VW),TSUE
-1,0.038746053846153844,0.11236738820474858,1040,0.003484364793114636,11.119976278809535,0.8704412483376806,Bad,Ann,Simple (VW),TSUE
0,-0.0067113403846153835,0.11780261171015644,1040,0.0036529039193462084,-1.8372616780505329,0.8645994208352767,Bad,Ann,Simple (VW),TSUE
1,-0.025373247115384613,0.12380533804401175,1040,0.0038390405612540577,-6.609267787234894,0.8426617260746049,Bad,Ann,Simple (VW),TSUE
2,-0.013138035748792269,0.08837645682609757,1035,0.002747049030852616,-4.782599655570963,0.8315908061932977,Bad,Ann,Simple (VW),TSUE
3,-0.013193150048402713,0.09211208668596736,1033,0.0028659358168215366,-4.6034352796618325,0.8206195039083174,Bad,Ann,Simple (VW),TSUE
4,-0.0146192288218111,0.11044392582545245,1027,0.0034463280420550164,-4.2419725120229055,0.8086226796050405,Bad,Ann,Simple (VW),TSUE
5,-0.02832895121951219,0.09348297131205054,1025,0.0029199174604655144,-9.7019698683523,0.785715247159518,Bad,Ann,Simple (VW),TSUE
6,0.03580854598825831,0.1188940205815678,1022,0.0037190718243780723,9.628355589568764,0.8138505677211053,Bad,Ann,Simple (VW),TSUE
-12,-0.024340399537807273,0.09277822842783524,1344,0.0025307336584193974,-9.61792224038676,1.0,Good,Ann,MM (EW),SUE
-11,-0.00447969506755438,0.11042392192240462,1344,0.003012059409186386,-1.487253224120314,0.9955203049324456,Good,Ann,MM (EW),SUE
-10,0.013407992556556766,0.10232812002081236,1344,0.002791228307844636,4.803617288802259,1.008868233770881,Good,Ann,MM (EW),SUE
-9,-0.010400151593562867,0.11299766776181104,1344,0.0030822640825712523,-3.374192254444002,0.9983758512017337,Good,Ann,MM (EW),SUE
-8,-0.008593563237558109,0.1297095014932549,1344,0.003538116719927548,-2.4288523861174607,0.9897962451895806,Good,Ann,MM (EW),SUE
-7,0.005236825738688347,0.10344919105936404,1344,0.0028218080274493135,1.8558405418606787,0.9949796356424465,Good,Ann,MM (EW),SUE
-6,-0.0019037190090178662,0.10424488641720299,1344,0.002843512397731587,-0.6694955895168802,0.9930854739964884,Good,Ann,MM (EW),SUE
-5,0.01428281803121652,0.11233478749132789,1344,0.003064182540808265,4.661216438968751,1.0072695331110244,Good,Ann,MM (EW),SUE
-4,-0.007000528411590575,0.08071824744548392,1344,0.0022017707076375354,-3.1794992945028455,1.0002181141263513,Good,Ann,MM (EW),SUE
-3,0.0022713046193420174,0.11076844598439287,1343,0.0030225817550514227,0.7514452224645868,1.002489914149316,Good,Ann,MM (EW),SUE
-2,0.016723733188596795,0.1336201257006009,1344,0.003644787740431654,4.588397015025132,1.0192552879978085,Good,Ann,MM (EW),SUE
-1,-0.004375016670641643,0.11575985762509516,1344,0.0031576089881208903,-1.3855473198552168,1.0147960291211784,Good,Ann,MM (EW),SUE
0,0.007414401629048536,0.10883914083820065,1344,0.002968830961101273,2.4974145467339777,1.0223201344526465,Good,Ann,MM (EW),SUE
1,0.007922003000953338,0.13679519505952403,1344,0.003731394857538798,2.1230674595983756,1.0304189576257152,Good,Ann,MM (EW),SUE
2,-0.01055859451056026,0.09766520896833107,1340,0.0026680101930408704,-3.9574790748929183,1.0195391816761512,Good,Ann,MM (EW),SUE
3,-0.007196135791110506,0.10571396272170734,1337,0.002891123535699148,-2.489044726817699,1.0122024392804518,Good,Ann,MM (EW),SUE
4,-0.02484920122166835,0.11638911125351507,1331,0.003190239766205295,-7.789132805910012,0.9870500171897083,Good,Ann,MM (EW),SUE
5,-0.0028776738795322373,0.09937648684750623,1330,0.0027249454899911283,-1.056048236598526,0.9842096091374497,Good,Ann,MM (EW),SUE
6,0.004760863459874553,0.1181208923689292,1327,0.0032425841674377513,1.468231266803639,0.9888952967024497,Good,Ann,MM (EW),SUE
-12,-0.023211787823461578,0.10465027648841074,841,0.0036086302237383016,-6.432298790485578,1.0,Bad,Ann,MM (EW),SUE
-11,-0.008986190076732873,0.11958149600883453,841,0.004123499862373604,-2.179262853560559,0.9910138099232672,Bad,Ann,MM (EW),SUE
-10,0.0014409742724072643,0.11934084218530822,841,0.0041152014546658,0.3501588654362213,0.992441835326967,Bad,Ann,MM (EW),SUE
-9,-0.016187931968862264,0.13689175457503283,841,0.004720405330173546,-3.4293521078341622,0.9763762544136412,Bad,Ann,MM (EW),SUE
-8,-0.02340327219878268,0.13081980579870153,841,0.004511027786162121,-5.188013310530646,0.9535258551631709,Bad,Ann,MM (EW),SUE
-7,0.001884457118178433,0.11322610305551857,841,0.0039043483812247785,0.4826559861410949,0.9553227337483002,Bad,Ann,MM (EW),SUE
-6,-0.0016726773981487978,0.10693089350731168,841,0.003687272189907299,-0.45363545515495296,0.9537247870036217,Bad,Ann,MM (EW),SUE
-5,0.015358377381220261,0.11665962588946273,841,0.004022745720326301,3.8178842136645126,0.9683724522002473,Bad,Ann,MM (EW),SUE
-4,-0.0051440081156064865,0.09809897954236703,841,0.0033827234324954147,-1.5206706129716856,0.9633911364471995,Bad,Ann,MM (EW),SUE
-3,-0.007624516427197644,0.12927380135303393,841,0.0044577172880356526,-1.710408250353059,0.9560457449015413,Bad,Ann,MM (EW),SUE
-2,0.003745106806428775,0.14875180486386036,841,0.005129372581512426,0.7301296107689857,0.9596262383280292,Bad,Ann,MM (EW),SUE
-1,0.00707159210726566,0.1430356332491042,841,0.004932263215486352,1.4337418337817474,0.9664123236609148,Bad,Ann,MM (EW),SUE
0,-0.007513151314784851,0.12173263726619579,841,0.004197677147110199,-1.789835437905728,0.9591515216407775,Bad,Ann,MM (EW),SUE
1,-0.04216936015811258,0.14406243111674147,841,0.004967670038508326,-8.488760290281888,0.918704715678506,Bad,Ann,MM (EW),SUE
2,-0.024311457453032537,0.1093165252481512,835,0.0037830543520196674,-6.426409771261501,0.8963696650713876,Bad,Ann,MM (EW),SUE
3,-0.0192395836335854,0.11229301673203945,834,0.003888389161583621,-4.9479573247626565,0.8791238859336378,Bad,Ann,MM (EW),SUE
4,-0.012171870237792908,0.13533735532387198,828,0.004703298224231882,-2.5879435361088023,0.8684233040711092,Bad,Ann,MM (EW),SUE
5,0.002321177108125506,0.10976314359474279,824,0.003823780294744441,0.6070372587347203,0.8704390683646818,Bad,Ann,MM (EW),SUE
6,0.0018750771390821119,0.12597361922311573,821,0.004396509624925111,0.42649221747445887,0.8720712087627364,Bad,Ann,MM (EW),SUE
-12,-0.029274921945245624,0.09034925466448779,848,0.0031026061432644415,-9.435590788344049,1.0,Good,Ann,MM (EW),TSUE
-11,0.0071887046722957275,0.11317696450681898,848,0.003886512917664354,1.8496541307306047,1.0071887046722958,Good,Ann,MM (EW),TSUE
-10,0.015052888128795105,0.09925475442633307,848,0.003408422260647437,4.416380066105946,1.0223498035683138,Good,Ann,MM (EW),TSUE
-9,-0.006854205357042973,0.109572575710937,848,0.0037627376982411827,-1.82160062877804,1.015342408067924,Good,Ann,MM (EW),TSUE
-8,-0.011559124747100897,0.11569908081128598,848,0.0039731227471457966,-2.9093298855175607,1.0036059385120453,Good,Ann,MM (EW),TSUE
-7,0.00419299735393388,0.09668780096223939,848,0.0033202727167829502,1.2628472753878248,1.0078140555566184,Good,Ann,MM (EW),TSUE
-6,-0.004974415858052836,0.09436753301341994,848,0.003240594388292473,-1.5350319299521913,1.0028007693366892,Good,Ann,MM (EW),TSUE
-5,0.009712016461648489,0.10121327676894361,848,0.00347567819401921,2.79427953898623,1.0125399869162408,Good,Ann,MM (EW),TSUE
-4,-0.0047486006627623315,0.08022569842779777,848,0.002754961794804939,-1.723653907548489,1.007731838863297,Good,Ann,MM (EW),TSUE
-3,-0.0027744580010584494,0.10971333106265817,847,0.003769794668834952,-0.7359705885296639,1.0049359292000415,Good,Ann,MM (EW),TSUE
-2,0.008511192115126643,0.12478349443256957,848,0.004285082791686464,1.9862374961901088,1.0134891319568564,Good,Ann,MM (EW),TSUE
-1,-0.018438131600823592,0.10826237916708098,848,0.0037177453642042615,-4.959492863161716,0.9948022859658313,Good,Ann,MM (EW),TSUE
0,-0.007019464375257284,0.09403043771904414,848,0.0032290184883574957,-2.1738693663621214,0.9878193067590696,Good,Ann,MM (EW),TSUE
1,0.0029138446991068038,0.1339522770234655,848,0.00459994007853856,0.6334527514177005,0.9906976588097449,Good,Ann,MM (EW),TSUE
2,-0.014603597205614861,0.08892439668452207,844,0.003060903965714976,-4.771007966662458,0.9762299092479416,Good,Ann,MM (EW),TSUE
3,-0.01072128485967353,0.09871900971304151,842,0.0034020817433606473,-3.1513895515875587,0.9657634703023613,Good,Ann,MM (EW),TSUE
4,-0.023450038484843522,0.11292673623557026,840,0.0038963425702552646,-6.018474521173126,0.9431162797565149,Good,Ann,MM (EW),TSUE
5,-0.003045468094137014,0.09409535786016109,839,0.0032485325138043603,-0.9374904148859704,0.9402440492174554,Good,Ann,MM (EW),TSUE
6,-0.008985358928283295,0.11310028231659362,836,0.003911655057286212,-2.2970734373794874,0.931795618955054,Good,Ann,MM (EW),TSUE
-12,-0.029657981302142037,0.08261566816492734,1040,0.0025618031184367206,-11.576994769309248,1.0,Bad,Ann,MM (EW),TSUE
-11,-0.021586427086654345,0.09421439239854475,1040,0.0029214642889092593,-7.388906709762907,0.9784135729133456,Bad,Ann,MM (EW),TSUE
-10,0.0032080070452740568,0.09165870296350394,1040,0.0028422157237173265,1.1286993518839283,0.9815523305484435,Bad,Ann,MM (EW),TSUE
-9,-0.026578797426932366,0.11355523286104585,1040,0.0035211982922838964,-7.548225126990221,0.955463849990863,Bad,Ann,MM (EW),TSUE
-8,-0.03291431656025601,0.11180250367760516,1040,0.00346684846751519,-9.494016501923095,0.9240154103703828,Bad,Ann,MM (EW),TSUE
-7,0.00042279589414255975,0.09997510930700183,1040,0.003100096537105269,0.13638152524674202,0.9244060802920119,Bad,Ann,MM (EW),TSUE
-6,-0.003670781962783506,0.0925537988123088,1040,0.00286997146772693,-1.2790308210592882,0.9210127871261885,Bad,Ann,MM (EW),TSUE
-5,0.02841636398954716,0.11061459700944948,1040,0.0034300130454398294,8.284622715160356,0.9471846217241936,Bad,Ann,MM (EW),TSUE
-4,-0.008803747575146466,0.07208962119949681,1040,0.0022354042580290407,-3.938324597676459,0.9388458474074732,Bad,Ann,MM (EW),TSUE
-3,-0.007846112887332762,0.10089898791769401,1040,0.0031287447966727323,-2.5077509983162325,0.9314795569049107,Bad,Ann,MM (EW),TSUE
-2,0.008258716624514066,0.12623026778080954,1040,0.003914234440329355,2.109918746670461,0.9391723826069163,Bad,Ann,MM (EW),TSUE
-1,0.013443097834527285,0.11095623511365887,1040,0.003440606793335123,3.9071880752453936,0.9517977688297871,Bad,Ann,MM (EW),TSUE
0,0.005124101529413495,0.10817655056488978,1040,0.0033544124345230484,1.52757051478736,0.95667487723274,Bad,Ann,MM (EW),TSUE
1,-0.02146663147808882,0.12397517288425085,1040,0.003844306916087322,-5.584005633956312,0.936138290198839,Bad,Ann,MM (EW),TSUE
2,-0.014408708867896587,0.08841157178301734,1035,0.0027481405263915775,-5.243075719572397,0.9226497461152734,Bad,Ann,MM (EW),TSUE
3,-0.008892536677621424,0.08971864739702062,1033,0.0027914673770068374,-3.1856136850707113,0.9144450494073452,Bad,Ann,MM (EW),TSUE
4,-0.014855144167518439,0.10887757477926724,1027,0.0033974511165579847,-4.372437941820466,0.9008608363651256,Bad,Ann,MM (EW),TSUE
5,-0.005049610830899481,0.08902679132653507,1025,0.002780729782067382,-1.8159300711143749,0.8963118397286831,Bad,Ann,MM (EW),TSUE
6,0.02114375483926132,0.11500142636888222,1022,0.0035973092883874237,5.8776583118710635,0.9152632375274335,Bad,Ann,MM (EW),TSUE
-12,0.02597982174136959,0.10738712549723022,1344,0.0029292239955641653,8.869182343416488,1.0,Good,Ann,MM (VW),SUE
-11,-0.004766038907665872,0.11225598371112903,1344,0.0030620329914760633,-1.55649495643363,0.9952339610923341,Good,Ann,MM (VW),SUE
-10,-0.030133692743534612,0.1068980210152162,1344,0.0029158825770429072,-10.334329983237591,0.9652438867008467,Good,Ann,MM (VW),SUE
-9,-0.027299282040804458,0.11719462176916899,1344,0.0031967453886841456,-8.539711087857853,0.9388934215996381,Good,Ann,MM (VW),SUE
-8,-0.011638487008778483,0.13007217454605693,1344,0.003548009438481037,-3.2802863720004973,0.9279661227097231,Good,Ann,MM (VW),SUE
-7,0.002948011049548863,0.1038825934455962,1344,0.0028336300467426668,1.04036553852105,0.9307017770930783,Good,Ann,MM (VW),SUE
-6,0.005538657494494661,0.10529338907433518,1344,0.002872112652449864,1.9284262717795135,0.9358566154659144,Good,Ann,MM (VW),SUE
-5,-0.003383400566803043,0.11712996200396471,1344,0.0031949816489908914,-1.0589733959416205,0.9326902376627005,Good,Ann,MM (VW),SUE
-4,-0.015441386859273723,0.08231974740633051,1344,0.002245455200471156,-6.876728983964458,0.9182882068830828,Good,Ann,MM (VW),SUE
-3,-0.0164093699923035,0.11481744379639612,1343,0.003133068336352099,-5.237475927961818,0.9032196759367693,Good,Ann,MM (VW),SUE
-2,0.01599282402542761,0.13973186043724278,1344,0.0038114989729206568,4.195940793648623,0.91766470927033,Good,Ann,MM (VW),SUE
-1,0.021730512640104276,0.12099995926569014,1344,0.00330054447869999,6.583917526438981,0.9376060338345064,Good,Ann,MM (VW),SUE
0,-0.0057336963226031394,0.11758009136021906,1344,0.00320725993379778,-1.787724238432323,0.932230085566259,Good,Ann,MM (VW),SUE
1,0.00361700807185072,0.1381265410686063,1344,0.0037677102971983034,0.9600016419893943,0.9356019693105743,Good,Ann,MM (VW),SUE
2,-0.008632447576221206,0.09641719240690444,1340,0.002633916978659383,-3.2774182505232066,0.9275254343582915,Good,Ann,MM (VW),SUE
3,-0.006241631867259692,0.10569188277549113,1337,0.002890519681198483,-2.15934591549702,0.9217361620495069,Good,Ann,MM (VW),SUE
4,-0.027413042824592084,0.11772234974032744,1331,0.0032267839960963517,-8.495468819033256,0.8964685691662686,Good,Ann,MM (VW),SUE
5,-0.026402224644214656,0.106145981082771,1330,0.0029105678979779587,-9.0711591585123,0.8727998046166632,Good,Ann,MM (VW),SUE
6,0.0238270729781668,0.12288399918334453,1327,0.003373338130047508,7.063351511053899,0.8935960692565942,Good,Ann,MM (VW),SUE
-12,0.020819614351254852,0.11817150191408093,841,0.004074879376347618,5.109259054906262,1.0,Bad,Ann,MM (VW),SUE
-11,-0.015209563190393854,0.11889166716707084,841,0.004099712660933477,-3.709909559108159,0.9847904368096061,Bad,Ann,MM (VW),SUE
-10,-0.03757811886493161,0.12293228582881775,841,0.00423904433892475,-8.864761927558288,0.9477838647181268,Bad,Ann,MM (VW),SUE
-9,-0.031093591334531573,0.14200128089251227,841,0.004896595892845251,-6.350042359012009,0.9183138605551184,Bad,Ann,MM (VW),SUE
-8,-0.02567225521320351,0.12997309039498658,841,0.0044818307032754,-5.7280733951958025,0.8947386727611253,Bad,Ann,MM (VW),SUE
-7,0.003508478835424968,0.11664514138990166,841,0.004022246254824195,0.8722685318475901,0.8978778444577439,Bad,Ann,MM (VW),SUE
-6,0.0026325145846832526,0.1118743955290285,841,0.0038577377768630517,0.6823985291255077,0.9002415209785428,Bad,Ann,MM (VW),SUE
-5,-0.000774829839474932,0.12373030597265613,841,0.0042665622749191775,-0.1816051869275973,0.8995439869853543,Bad,Ann,MM (VW),SUE
-4,-0.01706842606012083,0.09984854878414566,841,0.00344305340634985,-4.957351526596245,0.8841901869556684,Bad,Ann,MM (VW),SUE
-3,-0.02362122602069666,0.13328368213224698,841,0.004595989039042999,-5.1395305384834415,0.8633045307043067,Bad,Ann,MM (VW),SUE
-2,0.01000068166745063,0.15354524779118295,841,0.005294663716937343,1.8888228227713482,0.8719381644979483,Bad,Ann,MM (VW),SUE
-1,0.028598627131181123,0.1468311718150857,841,0.0050631438556926105,5.648393161696763,0.8968743989458716,Bad,Ann,MM (VW),SUE
0,-0.017358333744600093,0.13351881724436399,841,0.004604097146357379,-3.7701927637068815,0.8813061538019816,Bad,Ann,MM (VW),SUE
1,-0.044224380375982246,0.14467663875834436,841,0.004988849612356702,-8.8646449206335,0.8423309352285488,Bad,Ann,MM (VW),SUE
2,-0.021801165646229616,0.1087913057221561,835,0.003764878380828934,-5.790669296847122,0.8239671389806877,Bad,Ann,MM (VW),SUE
3,-0.018108464175577894,0.113315420519974,834,0.003923792109366681,-4.6150416920280435,0.8090463595626025,Bad,Ann,MM (VW),SUE
4,-0.017984365891318868,0.1381461741911308,828,0.004800911427615037,-3.746031594724299,0.7944961738091891,Bad,Ann,MM (VW),SUE
5,-0.012284506287955629,0.12009957228160935,824,0.004183866850544985,-2.936160907308861,0.7847361805662735,Bad,Ann,MM (VW),SUE
6,0.015809657954816352,0.13273143475434818,821,0.004632359013152261,3.4128740691145354,0.7971425911657953,Bad,Ann,MM (VW),SUE
-12,0.01916234964105449,0.10794227010706658,848,0.0037067527739520958,5.169578552880887,1.0,Good,Ann,MM (VW),TSUE
-11,0.0055449080301070396,0.11161184713313364,848,0.003832766566390527,1.446711646550629,1.005544908030107,Good,Ann,MM (VW),TSUE
-10,-0.027191334843265004,0.10265687614036599,848,0.0035252515999628477,-7.713303312464725,0.9782027997359205,Good,Ann,MM (VW),TSUE
-9,-0.02290010502685888,0.11263173574816057,848,0.0038677896852217634,-5.92072136557908,0.9558018528844004,Good,Ann,MM (VW),TSUE
-8,-0.01470141244532161,0.11554915830256156,848,0.00396797438705905,-3.7050169711951897,0.9417502156291443,Good,Ann,MM (VW),TSUE
-7,0.0016082175370561854,0.09681184797917314,848,0.003324532508833493,0.4837424608672196,0.9432647548414455,Good,Ann,MM (VW),TSUE
-6,0.0016664418347943257,0.09674084145226204,848,0.0033220941346883567,0.5016239056545138,0.9448366506902002,Good,Ann,MM (VW),TSUE
-5,-0.007643076361543165,0.10391018299623078,848,0.0035682903340934343,-2.1419435208275948,0.9376151920197904,Good,Ann,MM (VW),TSUE
-4,-0.01239416273325916,0.08121638065002476,848,0.002788981961989699,-4.443973787631451,0.9259942367487211,Good,Ann,MM (VW),TSUE
